,z3-base,z3-base,z3-base,z3-base,z3-base,z3-lc-first,z3-lc-first,z3-lc-first,z3-lc-first,z3-lc-first,z3-lc-first,z3-lc-first,z3-lc-later,z3-lc-later,z3-lc-later,z3-lc-later,z3-lc-later,z3-lc-later,z3-lc-later
,runtime,peak_memory_kbytes,answer,arith-nra-calls,arith-nla-calls,runtime,peak_memory_kbytes,answer,arith-nra-calls,arith-nla-calls,arith-check-assignment-calls,arith-used-check-assignment,runtime,peak_memory_kbytes,answer,arith-nra-calls,arith-nla-calls,arith-check-assignment-calls,arith-used-check-assignment
20210219-Dartagnan/ReachSafety-Loops/ps6-ll_valuebound50-O0.smt2,426,45492,unsat,,,516,42688,unsat,,,,0,442,43448,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/geo1-u_unwindbound100-O0.smt2,434,43452,unsat,,,450,41916,unsat,,,,0,434,42704,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/geo2-ll_valuebound10-O0.smt2,521,45508,unsat,,,439,42676,unsat,,,,0,481,43464,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/mannadiv_unwindbound5-O0.smt2,450,44736,unsat,,,461,43460,unsat,,,,0,401,42680,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/ps5-ll_unwindbound20-O0.smt2,437,42688,unsat,,,487,43460,unsat,,,,0,468,42684,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/cohendiv-ll_valuebound50-O0.smt2,396,43464,unsat,,,373,42664,unsat,,,,0,451,43452,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/lcm2_unwindbound1-O0.smt2,430,43448,unsat,6.0,28.0,504,43472,unsat,6.0,28.0,,0,553,43452,unsat,6.0,28.0,,0
20210219-Dartagnan/ReachSafety-Loops/lcm2_valuebound100-O0.smt2,563,42676,unsat,7.0,24.0,466,45492,unsat,7.0,24.0,,0,529,42700,unsat,7.0,24.0,,0
20210219-Dartagnan/ReachSafety-Loops/bresenham-ll_valuebound50-O0.smt2,484,42684,unsat,,,446,42700,unsat,,,,0,508,43448,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/n.c40-O0.smt2,598,69000,unsat,,,535,69000,unsat,,,,0,595,69512,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/hard2_valuebound50-O0.smt2,1469,158664,unsat,1.0,16.0,1387,158660,unsat,1.0,16.0,,0,1599,159332,unsat,1.0,16.0,,0
20210219-Dartagnan/ReachSafety-Loops/mannadiv_unwindbound20-O0.smt2,447,42680,unsat,,,494,45572,unsat,,,,0,439,43452,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/lcm2_valuebound10-O0.smt2,429,43480,unsat,7.0,24.0,503,42696,unsat,7.0,24.0,,0,452,42680,unsat,7.0,24.0,,0
20210219-Dartagnan/ReachSafety-Loops/geo3-ll_unwindbound2-O0.smt2,461,41912,unsat,1.0,9.0,523,42684,unsat,1.0,9.0,,0,482,42688,unsat,1.0,9.0,,0
20210219-Dartagnan/ReachSafety-Loops/cohencu-ll_unwindbound100-O0.smt2,570,42680,unsat,,,455,43448,unsat,,,,0,466,43448,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/hard-ll_valuebound10-O0.smt2,8176,181444,unsat,68.0,289.0,7924,180668,unsat,78.0,284.0,4.0,0,6902,180664,unsat,68.0,289.0,,0
20210219-Dartagnan/ReachSafety-Loops/lcm2_unwindbound50-O0.smt2,461,45500,unsat,6.0,28.0,428,42680,unsat,6.0,28.0,,0,508,44228,unsat,6.0,28.0,,0
20210219-Dartagnan/ReachSafety-Loops/geo1-ll_unwindbound20-O0.smt2,376,42692,unsat,,,466,42692,unsat,,,,0,487,43472,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/mannadiv_valuebound10-O0.smt2,530,41900,unsat,,19.0,473,42696,unsat,,19.0,,0,462,43464,unsat,,19.0,,0
20210219-Dartagnan/ReachSafety-Loops/hard2_unwindbound10-O0.smt2,3386,311224,unsat,1.0,20.0,3936,309724,unsat,1.0,20.0,,0,3578,310348,unsat,1.0,20.0,,0
20210219-Dartagnan/ReachSafety-Loops/lcm1_valuebound5-O0.smt2,505,43448,unsat,11.0,44.0,504,42676,unsat,11.0,44.0,,0,548,43468,unsat,11.0,44.0,,0
20210219-Dartagnan/ReachSafety-Loops/cohendiv-ll_unwindbound50-O0.smt2,482,41912,unsat,,,453,42668,unsat,,,,0,460,42672,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/ps4-ll_unwindbound100-O0.smt2,435,42668,unsat,,,385,43464,unsat,,,,0,402,43460,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/ps2-ll_valuebound50-O0.smt2,439,43452,unsat,,,417,43448,unsat,,,,0,454,41908,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/array_4-O0.smt2,2911,543744,unsat,,,2639,540772,unsat,,,,0,3009,541240,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/geo3-ll_valuebound100-O0.smt2,448,43448,unsat,4.0,33.0,462,43440,unsat,4.0,33.0,,0,525,42684,unsat,4.0,33.0,,0
20210219-Dartagnan/ReachSafety-Loops/geo3-ll_valuebound10-O0.smt2,535,42676,unsat,4.0,33.0,511,42684,unsat,4.0,33.0,,0,466,43460,unsat,4.0,33.0,,0
20210219-Dartagnan/ReachSafety-Loops/cohendiv-ll_unwindbound20-O0.smt2,511,42680,unsat,,,489,41904,unsat,,,,0,401,45512,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/hard-ll_valuebound100-O0.smt2,8494,179652,unsat,140.0,363.0,9334,180676,unsat,109.0,358.0,17.0,0,7703,179140,unsat,140.0,363.0,,0
20210219-Dartagnan/ReachSafety-Loops/egcd2-ll_valuebound20-O0.smt2,589,43456,unsat,1.0,11.0,544,42700,unsat,1.0,11.0,,0,549,42672,unsat,1.0,11.0,,0
20210219-Dartagnan/ReachSafety-Loops/ps2-ll_valuebound2-O0.smt2,460,42696,unsat,,,401,42692,unsat,,,,0,463,42688,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/bresenham-ll_unwindbound10-O0.smt2,441,44736,unsat,,,401,42676,unsat,,,,0,455,44716,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/egcd-ll_unwindbound100-O0.smt2,408,43452,unsat,,,519,43472,unsat,,,,0,420,42676,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/geo2-ll-O0.smt2,382,45476,unsat,,,494,43436,unsat,,,,0,463,42240,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/geo1-ll_valuebound10-O0.smt2,349,41900,unsat,,,484,42672,unsat,,,,0,401,45500,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/cohendiv-ll_unwindbound1-O0.smt2,471,43456,unsat,,,499,44724,unsat,,,,0,483,42692,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/lcm1-O0.smt2,550,42668,unsat,12.0,45.0,555,43444,unsat,12.0,45.0,,0,573,42684,unsat,12.0,45.0,,0
20210219-Dartagnan/ReachSafety-Loops/veris.c_NetBSD-libc_loop-O0.smt2,1998,188088,unsat,,,1995,188084,unsat,,,,0,1998,188088,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/geo1-u_unwindbound50-O0.smt2,478,42672,unsat,,,809,42684,unsat,,,,0,493,42684,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/geo2-ll_unwindbound5-O0.smt2,388,41920,unsat,,,528,41908,unsat,,,,0,512,44752,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/lcm2_unwindbound2-O0.smt2,475,42668,unsat,6.0,28.0,531,44712,unsat,6.0,28.0,,0,514,42684,unsat,6.0,28.0,,0
20210219-Dartagnan/ReachSafety-Loops/ps5-ll_unwindbound5-O0.smt2,436,43456,unsat,,,430,42680,unsat,,,,0,501,43476,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/ps4-ll_unwindbound10-O0.smt2,507,42684,unsat,,,472,41912,unsat,,,,0,494,44720,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/geo1-u-O0.smt2,395,43448,unsat,,,548,43464,unsat,,,,0,386,41920,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/bresenham-ll_valuebound5-O0.smt2,408,44724,unsat,,,450,43472,unsat,,,,0,465,41920,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/eureka_01-1-O0.smt2,9760,1143448,unsat,,,9897,1147888,unsat,,,,0,10676,1148476,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/geo2-ll_valuebound20-O0.smt2,432,41892,unsat,,,464,41900,unsat,,,,0,510,42680,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/ps3-ll_unwindbound50-O0.smt2,482,42692,unsat,,,402,43456,unsat,,,,0,438,42684,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/cohencu-ll_valuebound5-O0.smt2,484,42680,unsat,,,531,42688,unsat,,,,0,461,44712,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/ps5-ll_unwindbound2-O0.smt2,455,43468,unsat,,,498,44672,unsat,,,,0,460,42688,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/ps2-ll_valuebound10-O0.smt2,442,43444,unsat,,,460,42688,unsat,,,,0,457,43468,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/geo3-ll_valuebound1-O0.smt2,672,43476,unsat,4.0,45.0,417,41908,unsat,4.0,45.0,,0,506,43460,unsat,4.0,45.0,,0
20210219-Dartagnan/ReachSafety-Loops/geo1-ll_unwindbound1-O0.smt2,477,42672,unsat,,,441,41912,unsat,,,,0,519,42672,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/hard-ll_valuebound5-O0.smt2,4896,176068,unsat,42.0,168.0,5854,175300,unsat,57.0,182.0,5.0,0,5010,176832,unsat,42.0,168.0,,0
20210219-Dartagnan/ReachSafety-Loops/cohendiv-ll_valuebound2-O0.smt2,457,41908,unsat,,,476,42680,unsat,,,,0,443,44668,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/geo3-ll-O0.smt2,491,43460,unsat,12.0,43.0,415,43456,unsat,12.0,43.0,,0,518,41908,unsat,12.0,43.0,,0
20210219-Dartagnan/ReachSafety-Loops/lcm1_unwindbound2-O0.smt2,557,42684,unsat,5.0,22.0,535,42688,unsat,5.0,22.0,,0,436,43464,unsat,5.0,22.0,,0
20210219-Dartagnan/ReachSafety-Loops/geo1-u_valuebound5-O0.smt2,449,41904,unsat,,,466,45548,unsat,,,,0,437,41904,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/geo2-ll_unwindbound1-O0.smt2,446,44720,unsat,,,508,42668,unsat,,,,0,466,44716,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/hard2_unwindbound100-O0.smt2,3844,310292,unsat,2.0,30.0,3831,308660,unsat,2.0,30.0,,0,2948,311404,unsat,2.0,30.0,,0
20210219-Dartagnan/ReachSafety-Loops/egcd2-ll_unwindbound2-O0.smt2,504,43452,unsat,1.0,13.0,448,43468,unsat,1.0,13.0,,0,456,42684,unsat,1.0,13.0,,0
20210219-Dartagnan/ReachSafety-Loops/array_3-2-O0.smt2,3185,541368,unsat,,,2930,544552,unsat,,,,0,2581,544548,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/geo2-ll_unwindbound20-O0.smt2,462,42680,unsat,,,459,44236,unsat,,,,0,391,42676,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/ps3-ll_valuebound100-O0.smt2,440,43448,unsat,,,468,40704,unsat,,,,0,408,41908,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/egcd-ll_unwindbound50-O0.smt2,513,42684,unsat,,,455,42684,unsat,,,,0,403,42692,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/geo1-ll_valuebound1-O0.smt2,448,42680,unsat,,,457,42684,unsat,,,,0,476,42684,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/bresenham-ll_valuebound2-O0.smt2,391,42700,unsat,,,386,43460,unsat,,,,0,432,43432,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/ps5-ll_valuebound5-O0.smt2,511,42684,unsat,,,478,42684,unsat,,,,0,404,43448,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/sqrt1-ll_valuebound50-O0.smt2,452,42700,unsat,,5.0,403,42680,unsat,,5.0,,0,464,42684,unsat,,5.0,,0
20210219-Dartagnan/ReachSafety-Loops/mannadiv_unwindbound10-O0.smt2,503,44904,unsat,,,437,41920,unsat,,,,0,510,43960,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/array_2-1-O0.smt2,25008,2080412,unsat,,,23570,2077080,unsat,,,,0,22853,2088008,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/ps6-ll_valuebound1-O0.smt2,466,43464,unsat,,,421,41904,unsat,,,,0,429,42692,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/hard2_valuebound2-O0.smt2,1483,158652,unsat,1.0,17.0,1067,158736,unsat,1.0,17.0,,0,1424,158652,unsat,1.0,17.0,,0
20210219-Dartagnan/ReachSafety-Loops/verisec_NetBSD-libc_loop-O0.smt2,2969,140440,sat,,,3549,140436,sat,,,,0,3702,140436,sat,,,,0
20210219-Dartagnan/ReachSafety-Loops/ps2-ll_unwindbound1-O0.smt2,492,42672,unsat,,,497,41908,unsat,,,,0,394,43444,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/ps6-ll_valuebound2-O0.smt2,488,43460,unsat,,,532,44760,unsat,,,,0,466,41896,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/ps6-ll_unwindbound5-O0.smt2,454,42688,unsat,,,411,43448,unsat,,,,0,444,43468,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/array_2-2-O0.smt2,25085,2081224,unsat,,,23016,2080544,unsat,,,,0,25646,2081496,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/ps5-ll_valuebound50-O0.smt2,466,43480,unsat,,,499,44672,unsat,,,,0,390,42696,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/egcd-ll_valuebound1-O0.smt2,473,44704,unsat,,,465,42692,unsat,,,,0,391,42696,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/sqrt1-ll-O0.smt2,509,41912,unsat,,5.0,488,41908,unsat,,5.0,,0,486,43456,unsat,,5.0,,0
20210219-Dartagnan/ReachSafety-Loops/hard-ll_valuebound50-O0.smt2,6524,175616,unsat,101.0,276.0,10071,182212,unsat,80.0,392.0,20.0,0,7844,176056,unsat,101.0,276.0,,0
20210219-Dartagnan/ReachSafety-Loops/benchmark52_polynomial-O0.smt2,515,43448,unsat,2.0,10.0,478,42672,unsat,2.0,10.0,1.0,0,523,42680,unsat,2.0,10.0,,0
20210219-Dartagnan/ReachSafety-Loops/ps3-ll_unwindbound10-O0.smt2,391,41912,unsat,,,496,41916,unsat,,,,0,478,44728,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/cohendiv-ll_unwindbound100-O0.smt2,480,42696,unsat,,,469,42688,unsat,,,,0,467,42680,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/ps5-ll_valuebound1-O0.smt2,417,41924,unsat,,,446,42684,unsat,,,,0,384,42692,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/geo1-u_unwindbound10-O0.smt2,395,44736,unsat,,,453,43444,unsat,,,,0,384,43168,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/lcm1_unwindbound1-O0.smt2,507,41904,unsat,1.0,13.0,502,41148,unsat,1.0,13.0,,0,480,45492,unsat,1.0,13.0,,0
20210219-Dartagnan/ReachSafety-Loops/cohendiv-ll_valuebound100-O0.smt2,450,43480,unsat,,,480,42696,unsat,,,,0,441,43460,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/ps6-ll-O0.smt2,391,42684,unsat,,,531,44728,unsat,,,,0,373,44676,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/geo1-u_valuebound1-O0.smt2,430,43444,unsat,,,408,43448,unsat,,,,0,467,42680,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/hard2_unwindbound1-O0.smt2,2057,64644,sat,,193.0,1964,64968,sat,,193.0,,0,2114,65640,sat,,193.0,,0
20210219-Dartagnan/ReachSafety-Loops/ps3-ll-O0.smt2,424,42696,unsat,,,433,41900,unsat,,,,0,428,44740,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/vogal-1-O0.smt2,830,99624,unsat,,,937,99624,unsat,,,,0,773,99488,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/egcd-ll_valuebound20-O0.smt2,446,42684,unsat,,,428,42688,unsat,,,,0,475,42664,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/cohencu-ll_unwindbound20-O0.smt2,524,42672,unsat,,,412,41912,unsat,,,,0,413,43456,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/lcm2_valuebound50-O0.smt2,552,41900,unsat,7.0,24.0,516,44744,unsat,7.0,24.0,,0,418,43960,unsat,7.0,24.0,,0
20210219-Dartagnan/ReachSafety-Loops/geo3-ll_unwindbound20-O0.smt2,469,41912,unsat,1.0,9.0,524,41904,unsat,1.0,9.0,,0,515,44000,unsat,1.0,9.0,,0
20210219-Dartagnan/ReachSafety-Loops/egcd2-ll_valuebound5-O0.smt2,508,42668,unsat,1.0,11.0,525,41912,unsat,1.0,11.0,,0,549,43452,unsat,1.0,11.0,,0
20210219-Dartagnan/ReachSafety-Loops/geo3-ll_unwindbound100-O0.smt2,406,44720,unsat,1.0,9.0,526,44724,unsat,1.0,9.0,,0,519,42696,unsat,1.0,9.0,,0
20210219-Dartagnan/ReachSafety-Loops/geo3-ll_unwindbound50-O0.smt2,527,43452,unsat,1.0,9.0,480,43484,unsat,1.0,9.0,,0,477,43448,unsat,1.0,9.0,,0
20210219-Dartagnan/ReachSafety-Loops/egcd-ll_valuebound5-O0.smt2,427,41920,unsat,,,466,44724,unsat,,,,0,495,45496,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/half_2-O0.smt2,1324,156900,unsat,,,1104,156736,unsat,,,,0,1105,156816,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/lcm1_unwindbound10-O0.smt2,516,42684,unsat,5.0,22.0,529,43448,unsat,5.0,22.0,,0,500,45500,unsat,5.0,22.0,,0
20210219-Dartagnan/ReachSafety-Loops/lcm1_valuebound50-O0.smt2,491,42680,unsat,11.0,44.0,484,42680,unsat,11.0,44.0,,0,569,41912,unsat,11.0,44.0,,0
20210219-Dartagnan/ReachSafety-Loops/lcm2_unwindbound10-O0.smt2,403,43460,unsat,6.0,28.0,450,44720,unsat,6.0,28.0,,0,538,42680,unsat,6.0,28.0,,0
20210219-Dartagnan/ReachSafety-Loops/ps4-ll_unwindbound50-O0.smt2,463,41904,unsat,,,423,42700,unsat,,,,0,454,42668,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/geo3-ll_valuebound20-O0.smt2,484,42676,unsat,4.0,33.0,522,44152,unsat,4.0,33.0,,0,462,41916,unsat,4.0,33.0,,0
20210219-Dartagnan/ReachSafety-Loops/egcd-ll_valuebound2-O0.smt2,516,42680,unsat,,,410,43452,unsat,,,,0,503,44732,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/cohendiv-ll_valuebound1-O0.smt2,418,44748,unsat,,,451,43460,unsat,,,,0,418,41908,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/sqrt1-ll_valuebound5-O0.smt2,455,42684,unsat,,5.0,477,43944,unsat,,5.0,,0,397,42688,unsat,,5.0,,0
20210219-Dartagnan/ReachSafety-Loops/ps6-ll_valuebound20-O0.smt2,400,42684,unsat,,,448,42676,unsat,,,,0,502,43456,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/cohendiv-ll_valuebound10-O0.smt2,450,42676,unsat,,,522,42668,unsat,,,,0,473,41916,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/ps3-ll_unwindbound20-O0.smt2,490,42684,unsat,,,458,43456,unsat,,,,0,471,45552,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/egcd3-ll_unwindbound20-O0.smt2,487,43444,unsat,,,504,44776,unsat,,,,0,441,42692,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/cohendiv-ll_unwindbound5-O0.smt2,506,42680,unsat,,,591,41904,unsat,,,,0,945,42688,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/egcd2-ll_unwindbound1-O0.smt2,454,43452,unsat,,,517,42700,unsat,,,,0,470,41912,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/geo1-u_valuebound100-O0.smt2,492,42684,unsat,,,415,41900,unsat,,,,0,462,41912,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/cohencu-ll_valuebound2-O0.smt2,497,41920,unsat,,,468,42684,unsat,,,,0,488,42700,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/array_1-2-O0.smt2,7512,1049184,unsat,,,6896,1047556,unsat,,,,0,6724,1048108,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/egcd2-ll_unwindbound50-O0.smt2,500,42692,unsat,1.0,16.0,501,43464,unsat,1.0,16.0,,0,412,41904,unsat,1.0,16.0,,0
20210219-Dartagnan/ReachSafety-Loops/ps4-ll_unwindbound5-O0.smt2,416,42692,unsat,,,500,45544,unsat,,,,0,452,42688,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/mannadiv_unwindbound50-O0.smt2,472,43460,unsat,,,456,42700,unsat,,,,0,465,43456,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/hard-ll_valuebound1-O0.smt2,744,50668,unsat,9.0,38.0,623,50196,unsat,9.0,38.0,,0,728,50396,unsat,9.0,38.0,,0
20210219-Dartagnan/ReachSafety-Loops/geo1-ll_unwindbound5-O0.smt2,477,43448,unsat,,,461,43456,unsat,,,,0,380,42676,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/ps6-ll_unwindbound100-O0.smt2,458,43444,unsat,,,466,41916,unsat,,,,0,473,44224,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/egcd3-ll_unwindbound10-O0.smt2,498,41904,unsat,,,460,43456,unsat,,,,0,386,41920,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/egcd2-ll_unwindbound100-O0.smt2,482,43460,unsat,1.0,16.0,535,42676,unsat,1.0,16.0,,0,540,43460,unsat,1.0,16.0,,0
20210219-Dartagnan/ReachSafety-Loops/egcd-ll_unwindbound2-O0.smt2,461,41908,unsat,,,476,41932,unsat,,,,0,470,42704,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/vogal-2-O0.smt2,810,98824,unsat,,,887,98828,unsat,,,,0,793,99148,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/ps5-ll_unwindbound50-O0.smt2,555,41920,unsat,,,446,43460,unsat,,,,0,448,42668,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/geo1-ll_unwindbound10-O0.smt2,383,41908,unsat,,,366,42688,unsat,,,,0,493,41928,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/geo2-ll_valuebound50-O0.smt2,416,42680,unsat,,,594,45484,unsat,,,,0,401,41892,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/hard-ll_valuebound20-O0.smt2,9547,181444,unsat,135.0,353.0,10819,180656,unsat,114.0,412.0,20.0,0,7054,181672,unsat,135.0,353.0,,0
20210219-Dartagnan/ReachSafety-Loops/ps2-ll_valuebound100-O0.smt2,382,43464,unsat,,,451,41920,unsat,,,,0,476,42680,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/cohendiv-ll_valuebound5-O0.smt2,445,45492,unsat,,,413,43460,unsat,,,,0,456,43452,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/geo1-ll_unwindbound100-O0.smt2,490,42700,unsat,,,475,43448,unsat,,,,0,490,44004,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/ps2-ll_unwindbound100-O0.smt2,453,43448,unsat,,,401,42680,unsat,,,,0,501,42668,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/ps4-ll_valuebound10-O0.smt2,459,42680,unsat,,,520,44756,unsat,,,,0,475,41904,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/lcm1_unwindbound5-O0.smt2,568,41904,unsat,5.0,22.0,429,41908,unsat,5.0,22.0,,0,448,42672,unsat,5.0,22.0,,0
20210219-Dartagnan/ReachSafety-Loops/ps5-ll_valuebound10-O0.smt2,530,42704,unsat,,,489,42700,unsat,,,,0,454,41904,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/geo3-ll_unwindbound1-O0.smt2,484,41912,unsat,1.0,9.0,494,43452,unsat,1.0,9.0,,0,492,41892,unsat,1.0,9.0,,0
20210219-Dartagnan/ReachSafety-Loops/hard-ll-O0.smt2,5658,172404,unsat,83.0,309.0,6516,172960,unsat,99.0,347.0,20.0,0,6168,172476,unsat,83.0,309.0,,0
20210219-Dartagnan/ReachSafety-Loops/ps3-ll_valuebound2-O0.smt2,420,43452,unsat,,,381,41920,unsat,,,,0,483,42696,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/geo1-u_valuebound10-O0.smt2,499,42680,unsat,,,436,41912,unsat,,,,0,374,43480,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/hard-ll_unwindbound20-O0.smt2,9784,334264,unsat,110.0,307.0,10691,336740,unsat,84.0,318.0,30.0,0,10772,336120,unsat,110.0,307.0,,0
20210219-Dartagnan/ReachSafety-Loops/cohendiv-ll_unwindbound10-O0.smt2,450,42688,unsat,,,489,45504,unsat,,,,0,512,45996,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/ps4-ll_unwindbound1-O0.smt2,405,42684,unsat,,,486,43444,unsat,,,,0,451,41916,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/cohencu-ll_valuebound20-O0.smt2,446,41916,unsat,,,496,43456,unsat,,,,0,523,43472,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/cohencu-ll_unwindbound2-O0.smt2,484,42692,unsat,,,451,43440,unsat,,,,0,519,43464,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/geo3-ll_unwindbound10-O0.smt2,434,41904,unsat,1.0,9.0,486,41920,unsat,1.0,9.0,,0,478,43468,unsat,1.0,9.0,,0
20210219-Dartagnan/ReachSafety-Loops/matrix-2-O0.smt2,522,47496,unsat,,,449,47300,unsat,,,,0,490,48044,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/cohencu-ll_valuebound100-O0.smt2,404,43452,unsat,,,410,42672,unsat,,,,0,554,43456,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/egcd3-ll_valuebound1-O0.smt2,476,45488,unsat,,,543,43472,unsat,,,,0,509,42672,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/geo1-ll-O0.smt2,443,41908,unsat,,,390,43464,unsat,,,,0,445,42680,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/geo1-u_valuebound50-O0.smt2,440,42684,unsat,,,488,42676,unsat,,,,0,434,42680,unsat,,,,0
20210219-Dartagnan/ReachSafety-Loops/lcm1_unwindbound100-O0.smt2,509,41908,unsat,5.0,22.0,446,41916,unsat,5.0,22.0,,0,451,42668,unsat,5.0,22.0,,0
20210219-Dartagnan/ReachSafety-Loops/geo2-ll_valuebound1-O0.smt2,480,42684,unsat,,,427,43460,unsat,,,,0,394,42692,unsat,,,,0
