,z3-base,z3-base,z3-base,z3-base,z3-base,z3-lc-first,z3-lc-first,z3-lc-first,z3-lc-first,z3-lc-first,z3-lc-first,z3-lc-first,z3-lc-later,z3-lc-later,z3-lc-later,z3-lc-later,z3-lc-later,z3-lc-later,z3-lc-later
,runtime,peak_memory_kbytes,answer,arith-nra-calls,arith-nla-calls,runtime,peak_memory_kbytes,answer,arith-nra-calls,arith-nla-calls,arith-check-assignment-calls,arith-used-check-assignment,runtime,peak_memory_kbytes,answer,arith-nra-calls,arith-nla-calls,arith-check-assignment-calls,arith-used-check-assignment
20170427-VeryMax/ITS/From_T2__mc91.t2__p2877_terminationG_0.smt2,63041,3072,timeout,,,63025,3840,timeout,,,,0,63025,3840,timeout,,,,0
20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8260_safety_0.smt2,1739,46672,sat,84.0,638.0,2886,68100,sat,109.0,545.0,30.0,0,1860,47620,sat,82.0,650.0,1.0,0
20170427-VeryMax/ITS/From_T2__slayer-3.t2__p22278_terminationG_0.smt2,1331,54948,unsat,3.0,836.0,1804,54700,unsat,3.0,836.0,,0,1620,54700,unsat,3.0,836.0,,0
20170427-VeryMax/ITS/From_T2__eric3.t2__p22044_terminationG_0.smt2,465,43448,unsat,39.0,174.0,493,41912,unsat,53.0,209.0,2.0,0,523,42668,unsat,39.0,174.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__KnapsackDP.jar-obl-11__term_unfeasibility_1_0.smt2,1161,46392,unsat,27.0,222.0,1132,45960,unsat,27.0,222.0,,0,1106,46392,unsat,27.0,222.0,,0
20170427-VeryMax/ITS/From_T2__polyrank4.t2__p7486_terminationG_0.smt2,739,44720,sat,33.0,384.0,802,41916,sat,33.0,384.0,,0,665,44736,sat,33.0,384.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAll.jar-obl-11__p9431_safety_0.smt2,20312,84488,sat,314.0,3479.0,40868,95240,sat,705.0,5518.0,55.0,0,13245,80784,sat,235.0,2744.0,1.0,0
20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31433_safety_0.smt2,63023,3840,timeout,,,63023,3840,timeout,,,,0,63028,3072,timeout,,,,0
20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2166_safety_0.smt2,612,42680,sat,15.0,123.0,470,43484,sat,7.0,130.0,1.0,0,546,43460,sat,15.0,123.0,,0
20170427-VeryMax/ITS/From_T2__ex16.t2_fixed__p22207_terminationG_0.smt2,63030,3840,timeout,,,63025,3840,timeout,,,,0,63024,3840,timeout,,,,0
20170427-VeryMax/ITS/From_T2__ex36.t2__p30403_safety_0.smt2,458,43464,sat,12.0,222.0,538,41924,sat,12.0,222.0,,0,630,43444,sat,12.0,222.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__List.jar-obl-12__p10212_edge_closing_0.smt2,63033,3840,timeout,,,63037,3072,timeout,,,,0,63040,3840,timeout,,,,0
20170427-VeryMax/ITS/From_T2__s1-striped.t2_fixed__p11943_safety_0.smt2,63026,3840,timeout,,,63025,3840,timeout,,,,0,63022,3072,timeout,,,,0
20170427-VeryMax/ITS/From_T2__mc91.t2__p2866_terminationG_0.smt2,987,43452,unsat,84.0,268.0,968,42684,unsat,84.0,268.0,,0,974,44720,unsat,84.0,268.0,,0
20170427-VeryMax/ITS/From_T2__elmhes.c.i.elmhes.pl.t2.fixed.t2__term_unfeasibility_0_0.smt2,753,43460,sat,24.0,171.0,763,41912,sat,24.0,171.0,,0,767,43444,sat,24.0,171.0,,0
20170427-VeryMax/ITS/From_T2__ruslan-benchmarks_misc_n-38.t2__p9198_terminationG_0.smt2,1946,43448,unsat,196.0,648.0,1948,41908,unsat,196.0,648.0,,0,1810,42672,unsat,196.0,648.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13926_edge_closing_0.smt2,1515,42668,sat,139.0,916.0,1828,43476,sat,139.0,916.0,,0,1834,43436,sat,139.0,916.0,,0
20170427-VeryMax/ITS/From_T2__rlft3.t2__p9165_terminationG_0.smt2,1828,43744,unsat,47.0,367.0,1484,41988,unsat,50.0,352.0,12.0,0,1908,43536,unsat,47.0,367.0,,0
20170427-VeryMax/ITS/From_T2__s1-striped.t2_fixed__p12008_edge_closing_0.smt2,63027,3072,timeout,,,63028,3072,timeout,,,,0,63028,3072,timeout,,,,0
20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8226_safety_0.smt2,873,48988,sat,18.0,207.0,740,48712,sat,18.0,207.0,,0,862,49056,sat,18.0,207.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__SortCount.jar-obl-10__p12239_terminationG_0.smt2,9943,55716,unsat,272.0,1747.0,6680,54948,unsat,215.0,1298.0,40.0,0,10615,54916,unsat,272.0,1747.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__NO_05.jar-obl-9__p11207_safety_0.smt2,403,42672,unsat,6.0,62.0,534,43480,unsat,10.0,69.0,1.0,0,412,43452,unsat,6.0,62.0,,0
20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15190_terminationG_0.smt2,63032,3072,timeout,,,20786,90672,sat,358.0,4164.0,29.0,0,63028,3072,timeout,,,,0
20170427-VeryMax/ITS/From_T2__n-1d.t2_fixed__p3763_safety_0.smt2,1048,42700,unsat,313.0,906.0,1213,42692,unsat,313.0,906.0,,0,1198,43472,unsat,313.0,906.0,,0
20170427-VeryMax/ITS/From_T2__fun1.t2__terminationS_12_0.smt2,3087,134768,unsat,6.0,283.0,2195,131220,unsat,5.0,256.0,5.0,0,3238,135440,unsat,6.0,283.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7753_safety_0.smt2,508,41916,sat,1.0,97.0,569,41916,sat,1.0,97.0,1.0,0,449,43460,sat,1.0,97.0,,0
20170427-VeryMax/ITS/From_T2__zlib-adler32.c.t2__p26305_terminationG_0.smt2,63023,3840,timeout,,,11198,63592,sat,595.0,1659.0,40.0,0,46447,84692,sat,1501.0,5359.0,25.0,0
20170427-VeryMax/ITS/From_T2__s1-striped.t2__p12977_safety_0.smt2,63026,3072,timeout,,,63024,3840,timeout,,,,0,63024,3840,timeout,,,,0
20170427-VeryMax/ITS/From_T2__hqr.t2_fixed__p1735_terminationG_0.smt2,63027,3840,timeout,,,63026,3840,timeout,,,,0,63031,3072,timeout,,,,0
20170427-VeryMax/ITS/From_AProVE_2014__CountMetaListRec.jar-obl-9__p28223_terminationG_0.smt2,63025,3840,timeout,,,1315,42692,sat,112.0,328.0,6.0,0,63027,3072,timeout,,,,0
20170427-VeryMax/ITS/From_T2__compress.t2__p17825_safety_0.smt2,63027,3072,timeout,,,63035,3840,timeout,,,,0,63031,3072,timeout,,,,0
20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16900_safety_0.smt2,415,43448,sat,1.0,3.0,460,44756,sat,1.0,3.0,,0,446,43452,sat,1.0,3.0,,0
20170427-VeryMax/ITS/From_T2__s1-striped.t2__p13104_safety_0.smt2,8208,50704,sat,535.0,1406.0,63026,3840,timeout,,,,0,17218,53880,sat,1117.0,2527.0,,0
20170427-VeryMax/ITS/From_T2__polyrank7.t2__p7613_terminationG_0.smt2,3570,43476,unsat,870.0,2933.0,3437,41920,unsat,870.0,2933.0,,0,3500,42680,unsat,870.0,2933.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__cousot_rec.jar-obl-8__p28387_terminationG_0.smt2,4444,44228,unsat,145.0,823.0,4058,42688,unsat,145.0,823.0,,0,4105,42676,unsat,145.0,823.0,,0
20170427-VeryMax/ITS/From_T2__heidy1.t2__p1525_terminationG_0.smt2,420,43480,unsat,39.0,178.0,458,42688,unsat,39.0,178.0,,0,449,42692,unsat,39.0,178.0,,0
20170427-VeryMax/ITS/From_T2__apchild-accepted-fail.t2__term_unfeasibility_1_0.smt2,1095,50076,sat,1.0,104.0,978,50260,sat,1.0,104.0,,0,1335,49644,sat,1.0,104.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__NO_10.jar-obl-8__p11282_terminationG_0.smt2,884,43444,unsat,259.0,746.0,957,41904,unsat,268.0,786.0,4.0,0,837,42676,unsat,259.0,746.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9010_safety_0.smt2,510,66680,sat,,54.0,619,66832,sat,,54.0,,0,628,66728,sat,,54.0,,0
20170427-VeryMax/ITS/From_T2__fun11.t2_fixed__p439_terminationG_0.smt2,2474,42672,unsat,797.0,2679.0,2432,42668,unsat,893.0,2951.0,5.0,0,2536,43468,unsat,915.0,3156.0,,0
20170427-VeryMax/ITS/From_T2__hqr.c.i.hqr.pl.t2.fixed.t2_fixed__terminationS_53_0.smt2,18032,69892,unsat,172.0,2196.0,28153,71964,unsat,215.0,2323.0,40.0,0,22932,70380,unsat,172.0,2196.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8218_safety_0.smt2,732,43464,sat,16.0,186.0,721,43484,sat,21.0,207.0,15.0,0,799,42692,sat,16.0,186.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__NO_05.jar-obl-9__term_unfeasibility_0_0.smt2,431,42712,unsat,8.0,40.0,533,42676,unsat,8.0,40.0,,0,457,41908,unsat,8.0,40.0,,0
20170427-VeryMax/ITS/From_T2__slayer-3.t2__p22189_terminationG_0.smt2,63029,3072,timeout,,,63030,3072,timeout,,,,0,63025,3072,timeout,,,,0
20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateRemoveLastOccurrence.jar-obl-16__term_unfeasibility_3_0.smt2,496,43456,unsat,,106.0,539,42708,unsat,,106.0,,0,614,43456,unsat,,106.0,,0
20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16834_safety_0.smt2,63029,3072,timeout,,,63027,3072,timeout,,,,0,63028,3840,timeout,,,,0
20170427-VeryMax/ITS/From_T2__fun9.t2__p1289_edge_closing_0.smt2,63027,3072,timeout,,,63022,3840,timeout,,,,0,63026,3840,timeout,,,,0
20170427-VeryMax/ITS/From_T2__byron-4.t2__p17558_terminationG_0.smt2,18983,42816,unsat,4341.0,9559.0,11446,42676,unsat,2495.0,3971.0,14.0,0,24705,44224,unsat,4529.0,10034.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31940_safety_0.smt2,63022,3072,timeout,,,63022,3840,timeout,,,,0,63030,3840,timeout,,,,0
20170427-VeryMax/ITS/From_T2__matrixsqrt.t2__p2680_terminationG_0.smt2,13942,78028,sat,1155.0,4934.0,11051,48940,sat,1036.0,5502.0,23.0,0,14571,77884,sat,1155.0,4934.0,,0
20170427-VeryMax/ITS/From_T2__edn.t2__p20900_safety_0.smt2,1528,43468,sat,234.0,778.0,1591,44744,sat,234.0,778.0,,0,1653,42676,sat,234.0,778.0,,0
20170427-VeryMax/ITS/From_T2__db2.t2__terminationS_44_0.smt2,1449,53560,unsat,4.0,135.0,1459,53564,unsat,4.0,135.0,,0,1341,53564,unsat,4.0,135.0,,0
20170427-VeryMax/ITS/From_T2__small16.t2__p23817_edge_closing_0.smt2,431,42676,unsat,,8.0,423,43468,unsat,,8.0,,0,429,42684,unsat,,8.0,,0
20170427-VeryMax/ITS/From_T2__nakata.t2__p5316_terminationG_0.smt2,63025,3072,timeout,,,63029,3072,timeout,,,,0,63029,3840,timeout,,,,0
20170427-VeryMax/ITS/From_T2__apchild-live.t2__p16661_terminationG_0.smt2,27695,140400,sat,172.0,1453.0,25893,138844,sat,172.0,1453.0,1.0,0,30855,139480,sat,172.0,1453.0,,0
20170427-VeryMax/ITS/From_T2__apchild-live.t2_fixed__term_unfeasibility_2_0.smt2,604,45492,unsat,1.0,73.0,700,42376,unsat,1.0,73.0,,0,591,43444,unsat,1.0,73.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p4947_safety_0.smt2,490,43440,sat,4.0,128.0,442,44740,sat,6.0,132.0,1.0,0,468,42680,sat,4.0,128.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__whileNested_rec.jar-obl-9__p14980_terminationG_0.smt2,535,43460,unsat,68.0,188.0,541,42676,unsat,68.0,188.0,,0,540,43456,unsat,68.0,188.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p4751_safety_0.smt2,63025,3840,timeout,,,63028,3072,timeout,,,,0,63027,3840,timeout,,,,0
20170427-VeryMax/ITS/From_T2__agafp.t2_fixed__p15542_terminationG_0.smt2,1804,42672,unsat,89.0,400.0,2088,43448,unsat,101.0,576.0,30.0,0,1694,43956,unsat,89.0,400.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__terminationS_3_0.smt2,590,44144,unsat,7.0,228.0,674,44812,unsat,7.0,228.0,,0,679,44688,unsat,7.0,228.0,,0
20170427-VeryMax/ITS/From_T2__byron-4.t2__p17579_terminationG_0.smt2,15166,44732,unsat,2825.0,5014.0,11621,43464,unsat,2605.0,4600.0,1.0,0,15847,42688,unsat,2825.0,5014.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__Et3.jar-obl-9__p28827_terminationG_0.smt2,448,42668,unsat,6.0,67.0,424,42668,unsat,6.0,67.0,,0,500,42676,unsat,6.0,67.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7202_safety_0.smt2,953,43440,sat,21.0,578.0,1148,42216,sat,26.0,586.0,6.0,0,895,42664,sat,21.0,578.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__DivMinus.jar-obl-11__p28483_terminationG_0.smt2,468,42692,sat,1.0,8.0,481,42680,sat,1.0,8.0,,0,434,42688,sat,1.0,8.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__ex08_rec.jar-obl-8__p29221_terminationG_0.smt2,485,42692,sat,1.0,15.0,503,42660,sat,1.0,15.0,,0,496,44756,sat,1.0,15.0,,0
20170427-VeryMax/ITS/From_T2__apchild-accepted-fail.t2__p15989_terminationG_0.smt2,63027,3840,timeout,,,63029,3840,timeout,,,,0,63027,3840,timeout,,,,0
20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32057_safety_0.smt2,63028,3072,timeout,,,63023,3840,timeout,,,,0,63028,3840,timeout,,,,0
20170427-VeryMax/ITS/From_T2__s1-striped.t2__p12943_safety_0.smt2,63021,3840,timeout,,,7985,71848,sat,354.0,1075.0,28.0,0,63026,3840,timeout,,,,0
20170427-VeryMax/ITS/From_AProVE_2014__mirrorInterv_rec.jar-obl-8__p10921_terminationG_0.smt2,2635,42680,sat,156.0,1045.0,2872,41920,sat,156.0,1045.0,,0,2231,42688,sat,156.0,1045.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p4642_safety_0.smt2,2662,44024,sat,101.0,589.0,3608,60396,sat,74.0,469.0,5.0,0,2788,44424,sat,101.0,589.0,,0
20170427-VeryMax/ITS/From_T2__e-1394-fail.t2__p19494_safety_0.smt2,678,42676,sat,38.0,152.0,732,42684,sat,38.0,152.0,,0,661,42672,sat,38.0,152.0,,0
20170427-VeryMax/ITS/From_T2__s1-striped.t2_fixed__p10988_safety_0.smt2,7083,59260,sat,283.0,1017.0,2031,49856,sat,77.0,603.0,30.0,0,6448,59468,sat,283.0,1017.0,,0
20170427-VeryMax/ITS/From_T2__n-18a.t2__p3696_edge_closing_0.smt2,48069,95796,sat,2892.0,8652.0,1704,42696,sat,184.0,676.0,6.0,0,39147,95028,sat,1955.0,5623.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__LessLeaves.jar-obl-10__p9979_terminationG_0.smt2,1460,46388,sat,116.0,670.0,1135,46520,sat,116.0,670.0,,0,1465,46420,sat,116.0,670.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__DivMinus.jar-obl-11__terminationQ_0_0.smt2,826,43488,unsat,30.0,213.0,654,43440,unsat,30.0,213.0,,0,895,43692,unsat,30.0,213.0,,0
20170427-VeryMax/ITS/From_T2__rlft3.t2__p9122_terminationG_0.smt2,63029,3840,timeout,,,63029,3840,timeout,,,,0,63023,3840,timeout,,,,0
20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1751_safety_0.smt2,63024,3072,timeout,,,63031,3840,timeout,,,,0,63026,3072,timeout,,,,0
20170427-VeryMax/ITS/From_T2__mc91test.t2__p3226_terminationG_0.smt2,41422,85660,sat,432.0,3201.0,28123,86108,sat,432.0,3201.0,1.0,0,33405,85684,sat,432.0,3201.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__BMOG_CAV_12_MarkingGraphVisitor.jar-obl-11__p27765_terminationG_0.smt2,63026,3072,timeout,,,63025,3840,timeout,,,,0,63023,3840,timeout,,,,0
20170427-VeryMax/ITS/From_T2__firewire.t2__terminationS_3_0.smt2,6925,63768,unsat,83.0,617.0,5923,64380,unsat,83.0,617.0,,0,7087,64396,unsat,83.0,617.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8417_safety_0.smt2,1740,50972,sat,26.0,600.0,1735,51312,sat,26.0,585.0,25.0,0,1574,51024,sat,26.0,600.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__FlattenRTA.jar-obl-10__p29423_safety_0.smt2,516,42712,unsat,5.0,97.0,489,41916,unsat,5.0,97.0,,0,446,42676,unsat,5.0,97.0,,0
20170427-VeryMax/ITS/From_T2__ex36.t2__p29995_safety_0.smt2,463,44728,sat,6.0,148.0,473,45488,sat,6.0,148.0,,0,382,42688,sat,6.0,148.0,,0
20170427-VeryMax/ITS/From_T2__hqr.c.i.hqr.pl.t2.fixed.t2__terminationS_25_0.smt2,29195,97664,unsat,141.0,1316.0,32662,97712,unsat,141.0,1316.0,,0,21752,97084,unsat,141.0,1316.0,,0
20170427-VeryMax/ITS/From_T2__s1.t2__p19793_safety_0.smt2,1391,49784,sat,40.0,402.0,2986,50604,sat,110.0,492.0,5.0,0,1541,50264,sat,40.0,402.0,,0
20170427-VeryMax/ITS/From_T2__s1-striped.t2_fixed__p10043_safety_0.smt2,608,42692,sat,14.0,150.0,586,41908,sat,17.0,150.0,1.0,0,691,42676,sat,14.0,150.0,,0
20170427-VeryMax/ITS/From_T2__n-7.t2__p5091_terminationG_0.smt2,63022,3840,timeout,,,63022,3072,timeout,,,,0,63019,3072,timeout,,,,0
20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8759_safety_0.smt2,467,43448,sat,,61.0,486,41908,sat,,61.0,,0,470,43464,sat,,61.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p4615_safety_0.smt2,2186,45808,sat,126.0,1129.0,5137,47400,sat,408.0,1556.0,35.0,0,2310,46336,sat,126.0,1129.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31343_terminationG_0.smt2,3968,52036,sat,134.0,577.0,2946,50216,sat,70.0,478.0,1.0,0,4200,52312,sat,166.0,626.0,1.0,0
20170427-VeryMax/ITS/From_T2__java_DivWithoutMinus.c.t2__p2423_terminationG_0.smt2,565,42692,sat,1.0,11.0,538,44736,sat,1.0,11.0,,0,451,44236,sat,1.0,11.0,,0
20170427-VeryMax/ITS/From_T2__ex36.t2__p31611_safety_0.smt2,6630,54848,sat,650.0,1307.0,5943,42676,sat,926.0,1733.0,20.0,0,5486,54616,sat,650.0,1307.0,,0
20170427-VeryMax/ITS/From_T2__mc91test.t2__p3225_terminationG_0.smt2,19870,67360,sat,477.0,2232.0,43762,69672,sat,1975.0,9358.0,2.0,0,40917,68940,sat,1975.0,9358.0,,0
20170427-VeryMax/ITS/From_T2__eric.t2__p22071_terminationG_0.smt2,63024,3840,timeout,,,63026,3072,timeout,,,,0,63027,3840,timeout,,,,0
20170427-VeryMax/ITS/From_T2__apchild-live.t2_fixed__p16591_terminationG_0.smt2,63030,3840,timeout,,,63029,3840,timeout,,,,0,63029,3072,timeout,,,,0
20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2275_safety_0.smt2,5887,50600,sat,280.0,1687.0,11771,55268,sat,511.0,2006.0,40.0,0,5913,50408,sat,280.0,1687.0,,0
20170427-VeryMax/ITS/From_T2__fun9.t2__p1463_edge_closing_0.smt2,13680,51212,sat,467.0,4021.0,5982,49572,sat,267.0,2473.0,24.0,0,13212,51372,sat,467.0,4021.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30943_safety_0.smt2,11884,48700,sat,1017.0,3369.0,63023,3840,timeout,,,,0,13255,48772,sat,1017.0,3369.0,,0
20170427-VeryMax/ITS/From_T2__Prim_4.t2__p7936_terminationG_0.smt2,5055,49212,sat,313.0,1175.0,63022,3072,timeout,,,,0,4316,49152,sat,313.0,1175.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAll.jar-obl-11__p9508_safety_0.smt2,7433,94504,sat,93.0,777.0,8026,94448,sat,93.0,777.0,,0,7218,94320,sat,93.0,777.0,,0
20170427-VeryMax/ITS/From_T2__edn.t2__p20262_safety_0.smt2,23756,43936,sat,3836.0,6996.0,2746,42692,sat,224.0,485.0,20.0,0,63027,3840,timeout,,,,0
20170427-VeryMax/ITS/From_T2__hqr.c.i.hqr.pl.t2.fixed.t2__terminationS_35_0.smt2,8403,73844,unsat,1.0,677.0,8639,74304,unsat,1.0,677.0,,0,9039,73888,unsat,1.0,677.0,,0
20170427-VeryMax/ITS/From_T2__pentagon.t2__p7192_edge_closing_0.smt2,7635,43456,unsat,505.0,1979.0,6323,42676,unsat,505.0,1979.0,,0,7560,42684,unsat,505.0,1979.0,,0
20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p711_terminationG_0.smt2,4300,86292,sat,62.0,469.0,1147,75096,sat,4.0,189.0,10.0,0,3881,85844,sat,62.0,469.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__Test6.jar-obl-13__terminationS_24_0.smt2,32174,115960,unsat,256.0,3369.0,29933,114896,unsat,256.0,3369.0,,0,29166,115184,unsat,256.0,3369.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p4657_safety_0.smt2,63029,3840,timeout,,,63024,3840,timeout,,,,0,63031,3072,timeout,,,,0
20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30738_safety_0.smt2,482,42680,sat,1.0,106.0,519,42684,sat,1.0,106.0,,0,475,43448,sat,1.0,106.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__KnapsackDP.jar-obl-11__p9916_terminationG_0.smt2,63025,3072,timeout,,,63023,3840,timeout,,,,0,63021,3072,timeout,,,,0
20170427-VeryMax/ITS/From_T2__edn.t2__p21094_safety_0.smt2,1326,43444,sat,285.0,694.0,1266,43456,sat,285.0,694.0,,0,1497,42680,sat,285.0,694.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2168_safety_0.smt2,42373,80776,sat,1204.0,6494.0,36404,77780,sat,1566.0,6105.0,50.0,0,26869,73096,sat,778.0,3629.0,4.0,0
20170427-VeryMax/ITS/From_T2__hqr.t2_fixed__terminationS_48_0.smt2,5885,59724,unsat,13.0,918.0,6161,59836,unsat,13.0,918.0,,0,5864,59832,unsat,13.0,918.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2031_safety_0.smt2,627,45548,sat,6.0,139.0,528,45644,sat,6.0,139.0,,0,526,45648,sat,6.0,139.0,,0
20170427-VeryMax/ITS/From_T2__slayer-3.t2__p22288_terminationG_0.smt2,1311,55016,unsat,8.0,527.0,1336,55676,unsat,5.0,516.0,5.0,0,997,55056,unsat,8.0,527.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__mirrorInterv_rec.jar-obl-8__p10949_edge_closing_0.smt2,1592,45468,sat,92.0,849.0,1349,45384,sat,92.0,849.0,,0,1800,44940,sat,92.0,849.0,,0
20170427-VeryMax/ITS/From_T2__fast_poll.t2__term_unfeasibility_1_0.smt2,705,44736,sat,4.0,110.0,747,43316,sat,4.0,110.0,,0,632,43476,sat,4.0,110.0,,0
20170427-VeryMax/ITS/From_T2__pentagon.t2__p6978_terminationG_0.smt2,443,42668,unsat,,35.0,411,44732,unsat,,35.0,,0,451,42692,unsat,,35.0,,0
20170427-VeryMax/ITS/From_T2__prime.t2__p8293_terminationG_0.smt2,564,42688,unsat,59.0,276.0,531,45500,unsat,59.0,276.0,,0,567,42684,unsat,59.0,276.0,,0
20170427-VeryMax/ITS/From_T2__n-21.t2__p3924_terminationG_0.smt2,831,42696,unsat,54.0,163.0,775,41132,unsat,54.0,163.0,,0,740,42676,unsat,54.0,163.0,,0
20170427-VeryMax/ITS/From_T2__ex36.t2__p29415_safety_0.smt2,945,41924,sat,157.0,444.0,509,42672,sat,7.0,190.0,1.0,0,936,42688,sat,157.0,444.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p4776_safety_0.smt2,18585,68148,sat,230.0,1923.0,5812,49800,sat,257.0,1365.0,30.0,0,17227,68388,sat,230.0,1923.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p4620_safety_0.smt2,63028,3840,timeout,,,63024,3072,timeout,,,,0,63026,3072,timeout,,,,0
20170427-VeryMax/ITS/From_T2__s1.t2__p19701_safety_0.smt2,709,42696,unsat,125.0,425.0,820,42688,unsat,156.0,413.0,10.0,0,626,42680,unsat,125.0,425.0,,0
20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23052_safety_0.smt2,460,43448,unsat,1.0,26.0,567,42672,unsat,1.0,26.0,,0,474,44724,unsat,1.0,26.0,,0
20170427-VeryMax/ITS/From_T2__s1-striped.t2__p13108_safety_0.smt2,572,42672,unsat,96.0,302.0,597,43468,unsat,96.0,302.0,,0,505,42676,unsat,96.0,302.0,,0
20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16223_safety_0.smt2,63031,3840,timeout,,,63033,3072,timeout,,,,0,63031,3072,timeout,,,,0
20170427-VeryMax/ITS/From_T2__svdcmp.c.i.svdcmp.pl.t2.nor.t2.rlgfixed.t2__p24942_edge_closing_0.smt2,63029,3840,timeout,,,63035,3072,timeout,,,,0,63030,3072,timeout,,,,0
20170427-VeryMax/ITS/From_AProVE_2014__Choose.jar-obl-8__p27809_terminationG_0.smt2,63023,3840,timeout,,,63026,3072,timeout,,,,0,63027,3072,timeout,,,,0
20170427-VeryMax/ITS/From_AProVE_2014__Test6.jar-obl-13__p12873_safety_0.smt2,63028,3072,timeout,,,63028,3840,timeout,,,,0,63023,3072,timeout,,,,0
20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32171_safety_0.smt2,575,43452,sat,16.0,131.0,630,42680,sat,16.0,131.0,,0,716,42692,sat,16.0,131.0,,0
20170427-VeryMax/ITS/From_AProVE_2014__alternDivWide_rec.jar-obl-8__p27606_edge_closing_0.smt2,483,42676,unsat,58.0,221.0,560,41916,unsat,58.0,221.0,,0,617,43956,unsat,58.0,221.0,,0
