,z3-base,z3-base,z3-base,z3-base,z3-base,z3-lc-first,z3-lc-first,z3-lc-first,z3-lc-first,z3-lc-first,z3-lc-first,z3-lc-first,z3-lc-later,z3-lc-later,z3-lc-later,z3-lc-later,z3-lc-later,z3-lc-later,z3-lc-later
,runtime,peak_memory_kbytes,answer,arith-nra-calls,arith-nla-calls,runtime,peak_memory_kbytes,answer,arith-nra-calls,arith-nla-calls,arith-check-assignment-calls,arith-used-check-assignment,runtime,peak_memory_kbytes,answer,arith-nra-calls,arith-nla-calls,arith-check-assignment-calls,arith-used-check-assignment
hycomp/ball_count_2d_hill.05.seq_lazy_global_1.smt2,393,44720,unsat,,,433,43452,unsat,,,,0,397,43952,unsat,,,,0
hycomp/ball_count_2d_plain.05.seq_lazy_lemmas_global_7.smt2,416,42692,unsat,,,408,42672,unsat,,,,0,364,44708,unsat,,,,0
hycomp/ball_count_2d_slope.02.seq_lazy_linear_enc_lemmas_global_10.smt2,420,43464,unsat,,,484,43456,unsat,,,,0,375,42692,unsat,,,,0
hycomp/ball_count_1d_plain.10.seq_lazy_linear_enc_global_3.smt2,418,42680,unsat,,,429,42676,unsat,,,,0,381,43452,unsat,,,,0
hycomp/ball_count_1d_plain.04.seq_lazy_global_15.smt2,501,42672,unsat,,,511,41920,unsat,,,,0,434,42696,unsat,,,,0
hycomp/ball_count_2d_plain.01.redlog_global_9.smt2,409,43468,unsat,,,554,42668,unsat,,,,0,436,42672,unsat,,,,0
hycomp/ball_count_2d_slope.01.seq_lazy_lemmas_global_9.smt2,473,42700,unsat,,,447,43456,unsat,,,,0,523,43456,unsat,,,,0
hycomp/ball_count_2d_hill_simple.04.qfree_global_0.smt2,405,42684,unsat,,,364,42724,unsat,,,,0,438,41916,unsat,,,,0
hycomp/ball_count_2d_hill_simple.05.seq_lazy_lemmas_global_0.smt2,397,43452,unsat,,,433,42680,unsat,,,,0,393,42680,unsat,,,,0
hycomp/ball_count_2d_slope.05.seq_lazy_linear_enc_global_14.smt2,63021,3072,timeout,,,63023,3072,timeout,,,,0,63054,3072,timeout,,,,0
hycomp/ball_count_2d_plain.10.seq_lazy_global_1.smt2,380,42684,unsat,,,477,43456,unsat,,,,0,346,41912,unsat,,,,0
hycomp/ball_count_2d_hill_simple.10.seq_lazy_linear_enc_global_10.smt2,453,43444,unsat,,,434,41908,unsat,,,,0,429,41908,unsat,,,,0
hycomp/ball_count_2d_hill_simple.10.redlog_global_2.smt2,433,42688,unsat,,,436,41904,unsat,,,,0,440,42692,unsat,,,,0
hycomp/ball_count_2d_slope.01.seq_lazy_lemmas_global_6.smt2,63020,3840,timeout,,,63024,3840,timeout,,,,0,63021,3072,timeout,,,,0
hycomp/ball_count_2d_hill_simple.10.seq_lazy_lemmas_global_12.smt2,442,43456,unsat,,,424,44228,unsat,,,,0,481,43456,unsat,,,,0
hycomp/ball_count_2d_hill.02.seq_lazy_linear_enc_global_5.smt2,416,43452,unsat,,,444,42692,unsat,,,,0,434,43464,unsat,,,,0
hycomp/ball_count_1d_plain.05.seq_lazy_lemmas_global_11.smt2,426,44704,unsat,,,439,42684,unsat,,,,0,436,41920,unsat,,,,0
hycomp/ball_count_2d_hill_simple.03.seq_lazy_lemmas_global_9.smt2,468,43952,unsat,,,578,42672,unsat,,,,0,378,41908,unsat,,,,0
hycomp/ball_count_2d_hill_simple.03.seq_lazy_lemmas_global_13.smt2,412,42700,unsat,,,417,43452,unsat,,,,0,373,41944,unsat,,,,0
hycomp/ball_count_2d_hill_simple.10.seq_lazy_linear_enc_global_12.smt2,448,42704,unsat,,,369,41908,unsat,,,,0,355,43464,unsat,,,,0
hycomp/ball_count_2d_hill.03.redlog_global_13.smt2,456,42684,unsat,,,500,42676,unsat,,,,0,423,42688,unsat,,,,0
hycomp/ball_count_2d_hill_simple.04.seq_lazy_linear_enc_lemmas_global_8.smt2,479,42708,unsat,,,477,42684,unsat,,,,0,487,42676,unsat,,,,0
hycomp/ball_count_2d_plain.04.seq_lazy_linear_enc_lemmas_global_9.smt2,406,42676,unsat,,,485,45504,unsat,,,,0,506,41916,unsat,,,,0
hycomp/ball_count_1d_plain.10.qfree_global_15.smt2,502,42684,unsat,,,497,45484,unsat,,,,0,387,42676,unsat,,,,0
hycomp/ball_count_2d_slope.03.seq_lazy_lemmas_global_8.smt2,63021,3072,timeout,,,63028,3072,timeout,,,,0,63024,3072,timeout,,,,0
hycomp/ball_count_1d_plain.04.seq_lazy_global_3.smt2,390,41912,unsat,,,437,42688,unsat,,,,0,425,42680,unsat,,,,0
hycomp/ball_count_2d_hill_simple.03.seq_lazy_linear_enc_global_5.smt2,417,43464,unsat,,,541,42696,unsat,,,,0,356,43452,unsat,,,,0
hycomp/ball_count_2d_plain.10.redlog_global_2.smt2,423,42676,unsat,,,466,42676,unsat,,,,0,490,41912,unsat,,,,0
hycomp/ball_count_1d_plain.03.qfree_global_15.smt2,402,42668,unsat,,,415,41912,unsat,,,,0,463,42684,unsat,,,,0
hycomp/ball_count_2d_hill.05.seq_lazy_linear_enc_global_8.smt2,390,41916,unsat,,,563,43448,unsat,,,,0,421,41920,unsat,,,,0
hycomp/ball_count_2d_hill_simple.10.redlog_global_4.smt2,435,42692,unsat,,,454,42684,unsat,,,,0,389,42696,unsat,,,,0
hycomp/ball_count_1d_plain.10.seq_lazy_linear_enc_lemmas_global_0.smt2,347,42688,unsat,,,401,43500,unsat,,,,0,409,43440,unsat,,,,0
hycomp/ball_count_1d_plain.05.redlog_global_13.smt2,417,42680,unsat,,,450,42680,unsat,,,,0,407,45496,unsat,,,,0
hycomp/simple_ballistics_reach.01.seq_lazy_global_8.smt2,442,41904,unsat,,,366,42688,unsat,,,,0,415,43448,unsat,,,,0
hycomp/ball_count_2d_slope.05.seq_lazy_linear_enc_lemmas_global_0.smt2,363,43468,unsat,,,464,42688,unsat,,,,0,428,42696,unsat,,,,0
hycomp/ball_count_2d_hill.03.seq_lazy_linear_enc_lemmas_global_8.smt2,63020,3072,timeout,,,63026,3072,timeout,,,,0,63024,3840,timeout,,,,0
hycomp/ball_count_2d_hill_simple.10.qfree_global_8.smt2,385,43460,unsat,,,477,44724,unsat,,,,0,445,43460,unsat,,,,0
hycomp/ball_count_2d_hill_simple.05.seq_lazy_global_0.smt2,415,42680,unsat,,,386,42684,unsat,,,,0,349,41124,unsat,,,,0
hycomp/ball_count_2d_hill.01.redlog_global_8.smt2,63025,3840,timeout,,,63021,3072,timeout,,,,0,63020,3072,timeout,,,,0
hycomp/ball_count_2d_hill.04.seq_lazy_linear_enc_global_10.smt2,63024,3072,timeout,,,63021,3072,timeout,,,,0,63314,3840,timeout,,,,0
hycomp/ball_count_2d_slope.02.seq_lazy_global_4.smt2,413,42684,unsat,,9.0,446,43448,unsat,,9.0,,0,443,42688,unsat,,9.0,,0
hycomp/ball_count_2d_plain.01.redlog_global_10.smt2,507,43188,sat,1.0,44.0,522,42692,sat,1.0,44.0,,0,525,42708,sat,1.0,44.0,,0
hycomp/ball_count_2d_plain.01.redlog_global_8.smt2,432,45512,sat,1.0,32.0,502,43456,sat,1.0,32.0,,0,537,43452,sat,1.0,32.0,,0
hycomp/ball_count_1d_plain.05.seq_lazy_linear_enc_global_7.smt2,428,42672,unsat,,,436,43464,unsat,,,,0,461,43952,unsat,,,,0
hycomp/ball_count_1d_plain.04.redlog_global_3.smt2,378,41904,unsat,,,509,44120,unsat,,,,0,430,42704,unsat,,,,0
hycomp/ball_count_2d_hill.05.seq_lazy_linear_enc_global_3.smt2,451,43444,unsat,,,404,43456,unsat,,,,0,447,42672,unsat,,,,0
hycomp/ball_count_2d_hill_simple.04.qfree_global_6.smt2,428,42668,unsat,,,513,42672,unsat,,,,0,414,43456,unsat,,,,0
hycomp/ball_count_2d_hill.05.seq_lazy_linear_enc_lemmas_global_2.smt2,450,41912,unsat,,,461,43468,unsat,,,,0,441,41916,unsat,,,,0
hycomp/simple_ballistics_reach.01.seq_lazy_linear_enc_lemmas_global_11.smt2,63026,3840,timeout,,,63027,3840,timeout,,,,0,63024,3840,timeout,,,,0
hycomp/ball_count_2d_hill_simple.01.qfree_global_6.smt2,482,43944,sat,6.0,26.0,430,42692,sat,6.0,24.0,1.0,0,486,42672,sat,6.0,26.0,,0
hycomp/ball_count_2d_slope.03.seq_lazy_lemmas_global_7.smt2,388,41132,unsat,,,451,41928,unsat,,,,0,415,43960,unsat,,,,0
hycomp/ball_count_1d_plain.04.qfree_global_10.smt2,1153,42680,sat,3.0,43.0,63022,3840,timeout,,,,0,1505,42684,sat,5.0,57.0,10.0,0
hycomp/ball_count_2d_plain.10.seq_lazy_global_4.smt2,386,43456,unsat,,,477,44728,unsat,,,,0,395,44740,unsat,,,,0
hycomp/ball_count_2d_slope.04.seq_lazy_global_6.smt2,413,42672,unsat,,,476,42688,unsat,,,,0,378,43476,unsat,,,,0
hycomp/ball_count_2d_slope.03.seq_lazy_lemmas_global_12.smt2,63025,3072,timeout,,,63019,3072,timeout,,,,0,63021,3840,timeout,,,,0
hycomp/etcs_braking_2.01.seq_lazy_linear_enc_global_1.smt2,462,44720,unsat,,4.0,476,43456,unsat,,4.0,,0,567,41908,unsat,,4.0,,0
hycomp/ball_count_2d_plain.01.seq_lazy_lemmas_global_8.smt2,388,42688,sat,2.0,15.0,450,42676,sat,2.0,15.0,,0,404,42676,sat,2.0,15.0,,0
hycomp/ball_count_2d_slope.01.seq_lazy_linear_enc_global_15.smt2,477,43468,unsat,,,457,42680,unsat,,,,0,462,43472,unsat,,,,0
hycomp/ball_count_2d_hill.01.seq_lazy_global_14.smt2,63022,3072,timeout,,,63022,3840,timeout,,,,0,63022,3072,timeout,,,,0
hycomp/ball_count_2d_hill_simple.01.seq_lazy_lemmas_global_7.smt2,429,43452,unsat,,,426,42696,unsat,,,,0,454,42676,unsat,,,,0
hycomp/ball_count_2d_plain.03.qfree_global_8.smt2,421,41916,unsat,,12.0,481,41888,unsat,,12.0,,0,469,41904,unsat,,12.0,,0
hycomp/ball_count_2d_hill_simple.04.seq_lazy_linear_enc_global_9.smt2,398,42684,unsat,,,348,41892,unsat,,,,0,434,41912,unsat,,,,0
hycomp/simple_ballistics_reach.01.seq_lazy_lemmas_global_13.smt2,63018,3072,timeout,,,63027,3072,timeout,,,,0,63021,3072,timeout,,,,0
hycomp/ball_count_2d_hill.02.seq_lazy_global_8.smt2,63020,3072,timeout,,,63023,3072,timeout,,,,0,63024,3072,timeout,,,,0
hycomp/ball_count_2d_plain.01.seq_lazy_linear_enc_lemmas_global_6.smt2,481,42688,sat,5.0,25.0,436,41920,sat,5.0,25.0,,0,543,42700,sat,5.0,25.0,,0
hycomp/ball_count_2d_hill.05.redlog_global_5.smt2,480,41912,unsat,,,419,43464,unsat,,,,0,455,43472,unsat,,,,0
hycomp/ball_count_2d_hill_simple.01.seq_lazy_linear_enc_global_8.smt2,472,44736,sat,5.0,22.0,479,42684,sat,5.0,22.0,,0,524,43936,sat,5.0,22.0,,0
hycomp/etcs_braking_2.01.redlog_global_6.smt2,473,41908,unsat,,,456,41904,unsat,,,,0,450,41128,unsat,,,,0
hycomp/ball_count_2d_hill.04.redlog_global_13.smt2,409,41912,unsat,,,447,42664,unsat,,,,0,456,43472,unsat,,,,0
hycomp/ball_count_2d_slope.01.seq_lazy_linear_enc_global_4.smt2,453,42688,unsat,1.0,38.0,515,43448,unsat,1.0,38.0,,0,538,43464,unsat,1.0,38.0,,0
hycomp/ball_count_2d_hill_simple.05.seq_lazy_linear_enc_global_9.smt2,405,46280,unsat,,,453,43460,unsat,,,,0,481,43460,unsat,,,,0
hycomp/ball_count_1d_plain.10.seq_lazy_global_8.smt2,481,42680,unsat,,,428,41900,unsat,,,,0,417,41140,unsat,,,,0
hycomp/ball_count_2d_hill_simple.05.seq_lazy_global_10.smt2,503,41912,unsat,,,439,42684,unsat,,,,0,478,41908,unsat,,,,0
hycomp/ball_count_2d_hill_simple.10.seq_lazy_lemmas_global_7.smt2,450,41900,unsat,,,418,41900,unsat,,,,0,399,43444,unsat,,,,0
hycomp/ball_count_2d_hill_simple.01.redlog_global_10.smt2,943,41920,sat,18.0,150.0,1951,46356,sat,19.0,176.0,12.0,0,969,42672,sat,18.0,150.0,,0
hycomp/ball_count_1d_plain.04.seq_lazy_linear_enc_global_14.smt2,822,44708,sat,19.0,107.0,13437,51432,sat,36.0,142.0,25.0,0,1246,42700,sat,25.0,123.0,10.0,0
hycomp/ball_count_2d_hill.10.redlog_global_9.smt2,438,43456,unsat,,,467,41912,unsat,,,,0,440,43464,unsat,,,,0
hycomp/ball_count_2d_hill_simple.03.redlog_global_3.smt2,433,42692,unsat,,,374,43460,unsat,,,,0,401,41904,unsat,,,,0
hycomp/ball_count_2d_plain.05.seq_lazy_linear_enc_lemmas_global_0.smt2,449,43464,unsat,,,410,42688,unsat,,,,0,437,43464,unsat,,,,0
hycomp/ball_count_2d_slope.10.seq_lazy_global_2.smt2,396,41912,unsat,,,421,43452,unsat,,,,0,431,42684,unsat,,,,0
hycomp/ball_count_1d_plain.05.seq_lazy_linear_enc_global_12.smt2,579,41916,unsat,2.0,94.0,558,43488,unsat,2.0,94.0,,0,430,43464,unsat,2.0,94.0,,0
hycomp/ball_count_2d_hill.01.seq_lazy_lemmas_global_7.smt2,464,42688,unsat,,,453,42684,unsat,,,,0,483,42700,unsat,,,,0
hycomp/ball_count_1d_plain.02.qfree_global_12.smt2,430,44720,sat,5.0,62.0,482,42684,sat,5.0,63.0,1.0,0,470,45488,sat,5.0,62.0,,0
hycomp/ball_count_2d_plain.02.qfree_global_5.smt2,457,44776,unsat,,,366,44732,unsat,,,,0,439,43448,unsat,,,,0
hycomp/ball_count_2d_hill_simple.02.seq_lazy_linear_enc_lemmas_global_11.smt2,445,42680,unsat,,,428,42684,unsat,,,,0,432,42676,unsat,,,,0
hycomp/ball_count_2d_plain.03.redlog_global_13.smt2,475,42700,unsat,,,438,43480,unsat,,,,0,457,43452,unsat,,,,0
hycomp/ball_count_2d_plain.02.seq_lazy_linear_enc_lemmas_global_0.smt2,420,43448,unsat,,,400,42676,unsat,,,,0,409,41904,unsat,,,,0
hycomp/ball_count_2d_plain.02.seq_lazy_global_15.smt2,427,42688,unsat,,,361,42692,unsat,,,,0,489,43452,unsat,,,,0
hycomp/ball_count_2d_plain.03.seq_lazy_global_11.smt2,503,45500,unsat,,,432,42680,unsat,,,,0,390,43956,unsat,,,,0
hycomp/ball_count_2d_hill.02.seq_lazy_linear_enc_lemmas_global_6.smt2,63023,3840,timeout,,,63023,3072,timeout,,,,0,63018,3840,timeout,,,,0
hycomp/ball_count_2d_hill.03.seq_lazy_linear_enc_lemmas_global_12.smt2,63022,3840,timeout,,,63017,3072,timeout,,,,0,63022,3072,timeout,,,,0
hycomp/ball_count_1d_plain.01.qfree_global_1.smt2,420,42680,unsat,,,452,42680,unsat,,,,0,439,43464,unsat,,,,0
hycomp/ball_count_2d_hill_simple.04.seq_lazy_linear_enc_lemmas_global_9.smt2,432,42680,unsat,,,406,42676,unsat,,,,0,461,42668,unsat,,,,0
hycomp/ball_count_2d_hill.02.redlog_global_12.smt2,63022,3072,timeout,,,63022,3072,timeout,,,,0,63021,3072,timeout,,,,0
hycomp/ball_count_2d_plain.02.seq_lazy_linear_enc_lemmas_global_13.smt2,451,41920,unsat,,,446,42684,unsat,,,,0,453,42684,unsat,,,,0
hycomp/ball_count_2d_hill.02.seq_lazy_lemmas_global_0.smt2,371,42684,unsat,,,434,43460,unsat,,,,0,400,42684,unsat,,,,0
hycomp/ball_count_2d_plain.02.seq_lazy_global_13.smt2,427,42664,unsat,,,474,45684,unsat,,,,0,441,43948,unsat,,,,0
hycomp/ball_count_2d_hill_simple.04.seq_lazy_lemmas_global_11.smt2,612,41900,unsat,,,452,41912,unsat,,,,0,419,42684,unsat,,,,0
hycomp/ball_count_2d_hill_simple.03.seq_lazy_lemmas_global_3.smt2,461,42696,unsat,,,394,42676,unsat,,,,0,398,43484,unsat,,,,0
hycomp/ball_count_2d_plain.05.redlog_global_0.smt2,396,42696,unsat,,,436,41908,unsat,,,,0,406,42684,unsat,,,,0
hycomp/ball_count_2d_hill_simple.04.seq_lazy_linear_enc_global_11.smt2,533,43424,unsat,,,480,42676,unsat,,,,0,449,42684,unsat,,,,0
hycomp/ball_count_2d_hill_simple.01.seq_lazy_lemmas_global_10.smt2,3620,47224,sat,15.0,97.0,7408,42696,sat,70.0,226.0,20.0,0,6350,41472,sat,28.0,169.0,6.0,0
hycomp/ball_count_2d_hill.05.seq_lazy_linear_enc_global_12.smt2,63025,3072,timeout,,,63021,3072,timeout,,,,0,63022,3840,timeout,,,,0
hycomp/ball_count_2d_hill_simple.10.seq_lazy_global_7.smt2,424,42684,unsat,,,520,41916,unsat,,,,0,374,43448,unsat,,,,0
hycomp/ball_count_2d_hill.01.seq_lazy_linear_enc_global_14.smt2,63023,3072,timeout,,,63028,3072,timeout,,,,0,63019,3072,timeout,,,,0
hycomp/ball_count_2d_hill_simple.04.qfree_global_14.smt2,63024,3072,timeout,,,63027,3072,timeout,,,,0,63020,3072,timeout,,,,0
hycomp/ball_count_2d_plain.01.redlog_global_1.smt2,380,43460,unsat,,,404,42680,unsat,,,,0,410,42688,unsat,,,,0
hycomp/ball_count_1d_plain.03.redlog_global_6.smt2,469,43448,sat,3.0,31.0,467,42692,sat,5.0,37.0,2.0,0,491,43468,sat,3.0,31.0,,0
hycomp/ball_count_2d_slope.05.seq_lazy_global_0.smt2,478,42676,unsat,,,372,44724,unsat,,,,0,456,42692,unsat,,,,0
hycomp/ball_count_2d_hill.10.seq_lazy_linear_enc_global_4.smt2,431,42680,unsat,,,436,43452,unsat,,,,0,432,42676,unsat,,,,0
hycomp/ball_count_1d_plain.04.seq_lazy_linear_enc_lemmas_global_15.smt2,381,42672,unsat,,,435,43448,unsat,,,,0,428,42688,unsat,,,,0
hycomp/ball_count_1d_plain.03.seq_lazy_linear_enc_global_8.smt2,382,42680,unsat,,24.0,421,42660,unsat,,24.0,,0,510,42684,unsat,,24.0,,0
hycomp/ball_count_2d_plain.10.seq_lazy_linear_enc_lemmas_global_10.smt2,478,43452,unsat,,,415,43444,unsat,,,,0,426,42688,unsat,,,,0
hycomp/ball_count_2d_plain.03.redlog_global_11.smt2,438,41904,unsat,,,383,42696,unsat,,,,0,417,43456,unsat,,,,0
hycomp/ball_count_2d_plain.03.qfree_global_14.smt2,63024,3072,timeout,,,63020,3072,timeout,,,,0,63020,3840,timeout,,,,0
hycomp/ball_count_2d_plain.03.seq_lazy_linear_enc_global_15.smt2,450,41908,unsat,,,421,42692,unsat,,,,0,427,41912,unsat,,,,0
hycomp/ball_count_2d_slope.10.seq_lazy_linear_enc_global_2.smt2,407,42684,unsat,,,440,42664,unsat,,,,0,444,42688,unsat,,,,0
hycomp/ball_count_2d_hill_simple.02.redlog_global_14.smt2,63023,3840,timeout,,,63025,3072,timeout,,,,0,63021,3072,timeout,,,,0
hycomp/ball_count_2d_hill_simple.10.redlog_global_5.smt2,417,42684,unsat,,,387,43452,unsat,,,,0,428,43472,unsat,,,,0
hycomp/ball_count_2d_hill_simple.04.qfree_global_15.smt2,462,42688,unsat,,,428,42696,unsat,,,,0,479,41912,unsat,,,,0
hycomp/ball_count_2d_hill.04.seq_lazy_linear_enc_lemmas_global_9.smt2,505,43460,unsat,,,414,43460,unsat,,,,0,478,42680,unsat,,,,0
hycomp/simple_ballistics_reach.01.seq_lazy_global_15.smt2,63018,3072,timeout,,,63021,3072,timeout,,,,0,63026,3072,timeout,,,,0
hycomp/ball_count_2d_hill.05.seq_lazy_lemmas_global_10.smt2,529,42676,unsat,,,441,42676,unsat,,,,0,384,43452,unsat,,,,0
hycomp/ball_count_2d_slope.04.seq_lazy_linear_enc_global_2.smt2,369,45492,unsat,,,405,43464,unsat,,,,0,468,42692,unsat,,,,0
hycomp/ball_count_1d_plain.05.qfree_global_7.smt2,396,42692,unsat,,,428,42676,unsat,,,,0,372,43468,unsat,,,,0
hycomp/ball_count_2d_hill.05.seq_lazy_linear_enc_global_15.smt2,564,44944,unsat,,,421,42696,unsat,,,,0,389,42680,unsat,,,,0
hycomp/etcs_braking_2.01.redlog_global_13.smt2,63023,3072,timeout,,,63022,3072,timeout,,,,0,63017,3072,timeout,,,,0
hycomp/ball_count_1d_plain.01.seq_lazy_lemmas_global_4.smt2,462,44916,sat,2.0,11.0,428,42688,sat,2.0,11.0,,0,517,42680,sat,2.0,11.0,,0
hycomp/ball_count_2d_plain.10.redlog_global_10.smt2,410,43464,unsat,,,443,43444,unsat,,,,0,449,42684,unsat,,,,0
hycomp/ball_count_2d_slope.02.seq_lazy_global_6.smt2,1576,47188,unsat,25.0,315.0,1368,46864,unsat,25.0,315.0,,0,1606,46828,unsat,25.0,315.0,,0
hycomp/ball_count_2d_slope.05.seq_lazy_linear_enc_lemmas_global_10.smt2,400,43468,unsat,,,428,42680,unsat,,,,0,402,42676,unsat,,,,0
hycomp/ball_count_2d_slope.10.seq_lazy_linear_enc_lemmas_global_2.smt2,446,44756,unsat,,,419,42672,unsat,,,,0,412,45516,unsat,,,,0
hycomp/ball_count_2d_hill.03.seq_lazy_linear_enc_global_4.smt2,456,42680,unsat,,,435,42684,unsat,,,,0,444,42676,unsat,,,,0
hycomp/ball_count_2d_slope.03.seq_lazy_linear_enc_global_13.smt2,447,43444,unsat,,,468,43476,unsat,,,,0,444,41916,unsat,,,,0
hycomp/etcs_braking_2.01.seq_lazy_linear_enc_global_14.smt2,452,43456,unsat,,,639,42688,unsat,,,,0,405,42692,unsat,,,,0
hycomp/ball_count_1d_plain.03.seq_lazy_global_10.smt2,3413,42696,sat,18.0,90.0,663,43448,sat,19.0,88.0,2.0,0,3873,44788,sat,18.0,90.0,,0
hycomp/ball_count_1d_plain.04.redlog_global_8.smt2,524,43460,sat,2.0,35.0,555,44164,sat,2.0,35.0,,0,458,42696,sat,2.0,35.0,,0
hycomp/ball_count_2d_plain.05.qfree_global_10.smt2,600,43468,unsat,,2.0,453,42688,unsat,,2.0,,0,400,42696,unsat,,2.0,,0
hycomp/ball_count_2d_hill.10.seq_lazy_global_7.smt2,464,41916,unsat,,,428,43460,unsat,,,,0,448,42684,unsat,,,,0
hycomp/ball_count_2d_hill_simple.10.seq_lazy_linear_enc_lemmas_global_4.smt2,409,43468,unsat,,,416,44720,unsat,,,,0,451,42664,unsat,,,,0
hycomp/ball_count_2d_hill.03.seq_lazy_lemmas_global_5.smt2,450,42676,unsat,,,453,44780,unsat,,,,0,358,41136,unsat,,,,0
hycomp/ball_count_1d_plain.03.seq_lazy_global_5.smt2,393,42684,unsat,,,354,41912,unsat,,,,0,428,42680,unsat,,,,0
hycomp/ball_count_2d_slope.03.seq_lazy_linear_enc_lemmas_global_12.smt2,376,43452,unsat,,,447,44720,unsat,,,,0,451,41896,unsat,,,,0
hycomp/ball_count_2d_hill_simple.04.redlog_global_11.smt2,443,43440,unsat,,,400,42680,unsat,,,,0,381,41912,unsat,,,,0
hycomp/ball_count_2d_slope.04.seq_lazy_linear_enc_global_9.smt2,437,43452,unsat,,,409,42692,unsat,,,,0,474,42688,unsat,,,,0
hycomp/ball_count_2d_plain.04.redlog_global_14.smt2,63024,3840,timeout,,,63019,3840,timeout,,,,0,63026,3072,timeout,,,,0
hycomp/ball_count_2d_hill.04.seq_lazy_global_10.smt2,63026,3840,timeout,,,63020,3072,timeout,,,,0,63022,3840,timeout,,,,0
hycomp/ball_count_2d_hill_simple.04.redlog_global_6.smt2,413,44712,unsat,,,477,43436,unsat,,,,0,409,44700,unsat,,,,0
hycomp/ball_count_2d_slope.02.seq_lazy_linear_enc_global_6.smt2,52744,147124,unsat,2.0,158.0,53744,146812,unsat,2.0,158.0,,0,41277,146624,unsat,2.0,158.0,,0
hycomp/ball_count_1d_plain.01.qfree_global_8.smt2,488,42688,sat,1.0,28.0,472,42676,sat,1.0,28.0,,0,472,42676,sat,1.0,28.0,,0
hycomp/ball_count_2d_plain.01.seq_lazy_lemmas_global_5.smt2,382,43452,unsat,,,407,42688,unsat,,,,0,455,42704,unsat,,,,0
hycomp/ball_count_2d_hill.02.redlog_global_15.smt2,615,43456,unsat,,,453,42672,unsat,,,,0,510,42688,unsat,,,,0
hycomp/ball_count_2d_plain.05.qfree_global_9.smt2,464,42676,unsat,,,411,42684,unsat,,,,0,454,42700,unsat,,,,0
hycomp/etcs_braking_2.01.seq_lazy_global_5.smt2,430,41924,unsat,9.0,22.0,458,43460,unsat,5.0,23.0,1.0,0,532,41916,unsat,9.0,22.0,,0
hycomp/ball_count_2d_hill_simple.05.qfree_global_12.smt2,63021,3072,timeout,,,2992,41924,sat,14.0,209.0,25.0,0,63019,3840,timeout,,,,0
hycomp/ball_count_2d_hill_simple.05.redlog_global_1.smt2,404,43456,unsat,,,374,43488,unsat,,,,0,405,43456,unsat,,,,0
hycomp/ball_count_2d_hill.10.seq_lazy_linear_enc_lemmas_global_5.smt2,447,42684,unsat,,,455,42688,unsat,,,,0,364,43164,unsat,,,,0
hycomp/ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_15.smt2,427,42692,unsat,,,511,42684,unsat,,,,0,417,42684,unsat,,,,0
hycomp/ball_count_1d_plain.02.redlog_global_1.smt2,409,46728,unsat,,,425,45488,unsat,,,,0,433,42692,unsat,,,,0
hycomp/ball_count_2d_hill_simple.05.seq_lazy_lemmas_global_11.smt2,428,42676,unsat,,,485,43936,unsat,,,,0,389,42684,unsat,,,,0
hycomp/ball_count_2d_plain.02.seq_lazy_lemmas_global_6.smt2,459,42684,sat,3.0,63.0,491,42688,sat,3.0,62.0,2.0,0,521,42680,sat,3.0,63.0,,0
hycomp/ball_count_2d_slope.01.seq_lazy_lemmas_global_15.smt2,527,43456,unsat,,,451,42688,unsat,,,,0,428,43464,unsat,,,,0
hycomp/ball_count_2d_hill.03.seq_lazy_linear_enc_lemmas_global_11.smt2,454,42692,unsat,,,417,42684,unsat,,,,0,713,42688,unsat,,,,0
hycomp/ball_count_2d_plain.03.seq_lazy_lemmas_global_9.smt2,515,41920,unsat,,,387,41892,unsat,,,,0,463,42684,unsat,,,,0
hycomp/ball_count_1d_plain.05.seq_lazy_linear_enc_lemmas_global_5.smt2,453,44712,unsat,,,404,42672,unsat,,,,0,508,42680,unsat,,,,0
hycomp/ball_count_1d_plain.02.seq_lazy_lemmas_global_15.smt2,357,41920,unsat,,,437,43456,unsat,,,,0,417,43456,unsat,,,,0
hycomp/ball_count_1d_plain.05.qfree_global_3.smt2,423,43460,unsat,,,372,42680,unsat,,,,0,411,43424,unsat,,,,0
hycomp/ball_count_2d_plain.03.seq_lazy_linear_enc_global_0.smt2,420,45704,unsat,,,370,42676,unsat,,,,0,434,42704,unsat,,,,0
hycomp/ball_count_2d_hill.05.seq_lazy_global_13.smt2,439,45496,unsat,,,436,43468,unsat,,,,0,461,43460,unsat,,,,0
hycomp/ball_count_2d_slope.01.seq_lazy_linear_enc_lemmas_global_3.smt2,411,42684,unsat,,,455,41932,unsat,,,,0,391,44144,unsat,,,,0
hycomp/ball_count_2d_hill_simple.02.seq_lazy_linear_enc_lemmas_global_3.smt2,434,42660,unsat,,,462,42684,unsat,,,,0,421,42692,unsat,,,,0
hycomp/ball_count_2d_plain.03.redlog_global_8.smt2,424,42676,unsat,,7.0,499,42680,unsat,,7.0,,0,478,42692,unsat,,7.0,,0
hycomp/ball_count_2d_plain.10.seq_lazy_linear_enc_lemmas_global_8.smt2,498,44736,unsat,,,482,43460,unsat,,,,0,402,43464,unsat,,,,0
hycomp/ball_count_2d_hill_simple.04.seq_lazy_global_5.smt2,451,43468,unsat,,,451,43464,unsat,,,,0,461,42680,unsat,,,,0
